gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG000000026,63.5,1.9992224051712553,0.0,0.0,0.0033961388567184964,0.09357050664398552,HRAS
ENSG000000027,5.375,1.7039792338902573,0.0,0.0,0.05175315562321289,0.406873899845041,NRAS
ENSG000000028,151.0,2.6399754156004605,0.0,0.0,0.0017965283139260478,0.0754722872523878,SOS1
ENSG000000029,23.375,2.3924054886466677,0.0,0.0,0.008333273759474178,0.14884950019860535,GRB2
ENSG000000030,35.625,1.8443056890313936,0.0,0.0,0.000802545526712628,0.052933169812162305,SHC1
ENSG000000031,16.375,2.0699606733800864,0.0,0.0,0.0036439131376459666,0.09421316277352156,IRS1
ENSG000000032,2418.5,1.9781367197315767,0.0,0.0,0.018629871185608864,0.22250260109306766,IGF1R
ENSG000000033,47.0,1.9537764312793229,0.0,0.0,0.008589503598110311,0.14884950019860535,PDGFRA
ENSG000000034,7.0,1.7175911798958512,0.0,0.0,0.046489287711376316,0.3821666921368654,KIT
ENSG000000035,264.0,2.196499202436197,0.0,0.0,0.00211868189865387,0.07897569422223563,FLT3
ENSG000000037,121.25,3.0138610519065363,0.0,0.0,0.00042679322911659925,0.035426175311838316,MET
ENSG000000039,6.5,2.203445297804259,0.0,0.0,0.005926915922366882,0.12813992224157197,ROS1
ENSG000000040,126.875,3.006616381168322,0.0,0.0,0.001557310064986487,0.07205071211382674,NTRK1
ENSG000000041,347.75,2.739224253658806,0.0,0.0,0.0024104872597718848,0.08132343453512396,FGFR2
ENSG000000042,90.25,2.0924757769336555,0.0,0.0,0.013500300239597939,0.19458432745340495,FGFR3
ENSG000000043,77.625,3.156222898135571,0.0,0.0,0.0023015471081478233,0.08132343453512396,DDR2
ENSG000000044,31.0,2.476054115327548,0.0,0.0,0.00134881570197997,0.0694318939923975,EPHA2
ENSG000000046,17.625,2.1471786588955664,0.0,0.0,0.026625018760494754,0.2807948104416675,AXL
ENSG000000047,22.875,2.2801282018293088,0.0,0.0,0.00014114304826282198,0.030515127034422114,MERTK
ENSG000000048,562.625,3.002311430283049,0.0,0.0,0.00392659492864643,0.0991908862780546,ESR1
ENSG000000049,121.625,1.8828427198169457,0.0,0.0,0.03161055237463072,0.3066535631131912,PGR
ENSG000000051,115.625,2.5684769183213447,0.0,0.0,0.0032261769260387885,0.09177624360652448,FOXA1
ENSG000000052,28.5,2.060634234337368,0.0,0.0,0.008404711327113458,0.14884950019860535,GATA3
ENSG000000053,19.875,2.4276401177145663,0.0,0.0,5.956594412142785e-05,0.026521974887913514,CDK6
ENSG000000054,146.875,1.4989495484230844,0.0,0.0,0.046371329524261685,0.3821666921368654,CCNE1
ENSG000000055,431.5,1.5430820267177872,0.0,0.0,0.017684719031232872,0.22100787598569635,CDKN1A
ENSG000000056,547.625,3.2909445517279483,0.0,0.0,0.00011595421322853477,0.029601903570695594,CDKN2A
ENSG000000057,9.75,2.011098529839613,0.0,0.0,0.010147814617533363,0.1637281731575159,CDKN2B
ENSG000000058,37.625,2.7685157051923905,0.0,0.0,0.0008949778478928524,0.054335447247098066,TP73
ENSG000000059,100.75,2.0815228937817203,0.0,0.0,0.012873892587590054,0.18934255628822924,TP63
ENSG000000060,338.25,1.819184932373151,0.0,0.0,0.001467444047534831,0.07205071211382674,ATM
ENSG000000061,24.25,2.381402788379641,0.0,0.0,0.002514826685954679,0.08132343453512396,ATR
ENSG000000062,56.75,2.3480059326428737,0.0,0.0,0.020287601221121943,0.2333074140429023,CHEK1
ENSG000000063,6.25,1.5258219521030054,0.0,0.0,0.06513709020892147,0.4617258656776663,CHEK2
ENSG000000065,259.5,1.9719541833549696,0.0,0.0,0.009890784671615305,0.16272118162141203,PALB2
ENSG000000066,877.25,2.464539250990809,0.0,0.0,0.0003325247408455205,0.035426175311838316,RAD51
ENSG000000067,55.125,2.2570648887422813,0.0,0.0,0.008362786992834095,0.14884950019860535,XRCC1
ENSG000000068,424.25,2.3869586588550264,0.0,0.0,0.006328623968934367,0.1310515643476858,CD44
ENSG000000069,172.625,3.028647051568255,0.0,0.0,7.062874095550568e-05,0.026521974887913514,ALDH1A1
ENSG000000070,15.5,2.3010663640342113,0.0,0.0,0.0035974602909003145,0.09421316277352156,PROM1
ENSG000000071,136.875,2.2633462804127777,0.0,0.0,0.0009970328833251107,0.05825905658780782,EPCAM
ENSG000000072,1048.0,2.031609306480446,0.0,0.0,0.000387184768613578,0.035426175311838316,KRT5
ENSG000000073,57.625,2.027884244057299,0.0,0.0,0.0040654797409919044,0.1010295080462586,KRT14
ENSG000000074,1159.375,2.6722975742731805,0.0,0.0,0.00022144142036726328,0.035426175311838316,KRT8
ENSG000000076,299.25,2.4533480853465024,0.0,0.0,0.007280653083820138,0.14441075199283615,CDH2
ENSG000000077,89.5,2.423659757286864,0.0,0.0,0.00012322716565044419,0.029601903570695594,VIM
ENSG000000078,33.625,2.3158644983595185,0.0,0.0,0.0006241433866743396,0.04497993339966408,FN1
ENSG000000079,70.5,2.51273640797704,0.0,0.0,0.005767853031343931,0.12801674280972183,SNAI1
ENSG000000081,46.5,2.334580633284508,0.0,0.0,0.010336263773956942,0.16431619323010963,TWIST1
ENSG000000082,138.25,2.5957195239563644,0.0,0.0,0.0049877372533889165,0.11887358154806912,ZEB1
ENSG000000083,1221.625,2.3060350259967084,0.0,0.0,0.008552047118250304,0.14884950019860535,ZEB2
ENSG000000084,33.625,2.746074943048734,0.0,0.0,0.008589031837688398,0.14884950019860535,MMP2
ENSG000000085,14.25,3.069192657316881,0.0,0.0,0.008167000649976466,0.14884950019860535,MMP9
ENSG000000086,34.125,3.3555671710673396,0.0,0.0,0.003419088818165983,0.09357050664398552,COL1A1
ENSG000000087,263.625,1.9930621741538177,0.0,0.0,0.003945613422716325,0.0991908862780546,COL3A1
ENSG000000088,131.125,2.3336826055336743,0.0,0.0,0.014103975724370452,0.19706180697634712,ACTA2
ENSG000000089,24.25,2.3465599344714962,0.0,0.0,0.0016329717361598104,0.07205071211382674,PDGFRB
ENSG000000090,162.375,2.35260304725987,0.0,0.0,0.0018600863353992949,0.07587748409685426,CXCL8
ENSG000000091,97.625,3.0602024904711636,0.0,0.0,0.0027264141003698933,0.08302122936619309,IL6
ENSG000000092,524.125,2.6593436348303863,0.0,0.0,0.0004141801466416181,0.035426175311838316,TNF
ENSG000000093,12.5,1.659488281178589,0.0,0.0,0.0155318635434685,0.20857073901229126,IFNG
ENSG000000094,24.75,1.8191802325012594,0.0,0.0,0.005241854030187872,0.12177552575266562,CD274
ENSG000000095,25.75,2.2377107627726507,0.0,0.0,0.006288105829547654,0.1310515643476858,PDCD1
ENSG000000097,100.25,2.4388765119059217,0.0,0.0,0.00011311276913276453,0.029601903570695594,FOXP3
ENSG000000098,95.5,2.409772834063361,0.0,0.0,0.010129204793284136,0.1637281731575159,CD8A
ENSG000000099,68.5,2.2283292161919883,0.0,0.0,0.04165867188028254,0.3588288789050632,CD4
ENSG000000100,51.125,2.9700236276564578,0.0,0.0,0.001914611792742063,0.07640181243522214,CD19
ENSG000000102,25.875,1.7474257465630267,0.0,0.0,0.06594303336244288,0.4628858380831218,CD68
ENSG000000103,34.625,2.062676217031198,0.0,0.0,0.006726708398348649,0.13545494117044762,ITGAM
ENSG000000104,11.0,2.1199450660072747,0.0,0.0,0.007606122873281063,0.14682533617887192,LYZ
ENSG000000105,49.5,3.536316655894656,0.0,0.0,0.0009047530531431685,0.054335447247098066,FCGR3A
ENSG000000106,132.75,1.9061798156936112,0.0,0.0,0.002577180874844257,0.08132343453512396,NCAM1
ENSG000000107,3068.125,2.4326116829247795,0.0,0.0,0.0006701656934236605,0.046738652554256584,
ENSG000000108,75.375,1.9582458806523988,0.0,0.0,0.005042574646746583,0.11887358154806912,
ENSG000000109,107.875,2.126577362222325,0.0,0.0,0.005058450278641239,0.11887358154806912,
ENSG000000110,66.0,2.6092735154166835,0.0,0.0,7.360400061400606e-05,0.026521974887913514,
ENSG000000112,63.25,2.722500005740078,0.0,0.0,0.001567302217612579,0.07205071211382674,
ENSG000000113,75.0,2.792967661439322,0.0,0.0,0.00034705222645932865,0.035426175311838316,
ENSG000000114,9202.25,2.2548920840385716,0.0,0.0,0.015960629644095045,0.2130054400650215,
ENSG000000115,45.875,2.489064395089123,0.0,0.0,0.003033902585430688,0.08863915391488038,
ENSG000000116,151.625,3.328264781502992,0.0,0.0,0.00019964227444251972,0.035426175311838316,
ENSG000000117,75.125,2.945723908712477,0.0,0.0,7.261670760990945e-05,0.026521974887913514,
ENSG000000119,597.375,2.275495668393903,0.0,0.0,0.0008477215446008229,0.05390511704196998,
ENSG000000120,306.5,2.696547419406296,0.0,0.0,0.0004537642221768022,0.035426175311838316,
ENSG000000121,275.125,2.1796901717239905,0.0,0.0,0.00033439864752819574,0.035426175311838316,
ENSG000000122,9.5,2.44615871138938,0.0,0.0,0.026971293803375356,0.2817001797241426,
ENSG000000123,733.5,1.5135662850427405,0.0,0.0,0.031629854104644604,0.3066535631131912,
ENSG000000125,171.375,1.878677435953577,0.0,0.0,0.009330268148267953,0.15929939377070113,
ENSG000000126,6474.625,3.3750814885298777,0.0,0.0,1.7162911503261874e-06,0.003710621467005217,
ENSG000000127,6.625,2.626948660049674,0.0,0.0,0.0032755654321537514,0.09197107096514819,
ENSG000000128,14.5,1.8141897701018261,0.0,0.0,0.03577885255142657,0.32705304615412695,
ENSG000000129,75.125,1.7944716060723156,0.0,0.0,0.0049490779842867655,0.11887358154806912,
ENSG000000130,31.625,2.846349332872939,0.0,0.0,0.0019436168750865948,0.07640181243522214,
ENSG000000132,62.625,1.6450942455329498,0.0,0.0,0.025515553904241484,0.27720918362296526,
ENSG000000133,6.0,2.041812716785997,0.0,0.0,0.01783091842408411,0.2215542852463784,
ENSG000000134,161.875,1.9324785726472813,0.0,0.0,0.007499716646540512,0.14607556207045574,
ENSG000000135,10.875,3.1206179650088415,0.0,0.0,0.01470291089714476,0.20246938445622276,
ENSG000000136,1392.5,2.0143525685261707,0.0,0.0,0.020122751438429915,0.2333074140429023,
ENSG000000137,10.5,2.3878350912297073,0.0,0.0,0.000380265970619448,0.035426175311838316,
ENSG000000138,34.125,2.8171692368052965,0.0,0.0,0.002641571422133777,0.08158682020933179,
ENSG000000139,297.125,2.1927314113171885,0.0,0.0,0.0067664817975986785,0.13545494117044762,
ENSG000000141,116.25,2.615394720394095,0.0,0.0,0.0018152446517688092,0.0754722872523878,
ENSG000000142,1250.875,3.0807050028794727,0.0,0.0,1.2049681940720474e-05,0.013025706177918832,
ENSG000000144,57.875,1.7921878208445525,0.0,0.0,0.0020921916687707052,0.07897569422223563,
ENSG000000145,117.0,2.6438906432691667,0.0,0.0,0.02636478007378521,0.2807948104416675,
ENSG000000146,334.0,2.639823634617521,0.0,0.0,0.003658827609031066,0.09421316277352156,
ENSG000000147,7.25,1.7823207542362418,0.0,0.0,0.00030663360087593907,0.035426175311838316,
ENSG000000149,153.875,2.0555014044000606,0.0,0.0,0.02443535950396786,0.2681687677542057,
ENSG000000150,139.125,2.7333376198782453,0.0,0.0,0.006121899378404621,0.1308078843649065,
ENSG000000151,18.375,-2.1129546086318562,0.0,0.0,0.05014433101855541,0.4001830911378847,
ENSG000000152,24.25,-1.3594746142719147,0.0,0.0,0.028249306227558387,0.2908333336380059,
ENSG000000154,16.0,-1.357284424080924,0.0,0.0,0.0126868245338534,0.18872217901265728,
ENSG000000155,28.5,-2.2784118050558435,0.0,0.0,0.004372523421506138,0.10742495042382125,
ENSG000000157,506.75,-2.917632845249308,0.0,0.0,0.0004334413413365762,0.035426175311838316,
ENSG000000158,33.125,-2.7562798981882546,0.0,0.0,0.026500407393620234,0.2807948104416675,
ENSG000000160,43.875,-2.0156658410433215,0.0,0.0,0.03900049486136925,0.3455699585667226,
ENSG000000162,69.375,-2.451256919607112,0.0,0.0,0.03231462866997322,0.30913374860390314,
ENSG000000163,127.375,-3.066770351610548,0.0,0.0,0.014219075804028748,0.19706180697634712,
ENSG000000165,76.5,-1.9650187108727426,0.0,0.0,0.016730544341408297,0.214446020087591,
ENSG000000166,26.5,-1.8254216033961792,0.0,0.0,0.02020791087847281,0.2333074140429023,
ENSG000000167,71.375,-2.5934916936480406,0.0,0.0,0.023952243337497015,0.26556282100342843,
ENSG000000168,534.5,-1.6471730286879183,0.0,0.0,0.026410367370019366,0.2807948104416675,
ENSG000000169,7.5,-2.2357660520405007,0.0,0.0,0.0012348866244325542,0.06674562205057956,
ENSG000000173,8.125,-2.5041803124718283,0.0,0.0,0.02062322954233602,0.23435015103727344,
ENSG000000174,25.5,-2.1141352748123623,0.0,0.0,0.02772633354875933,0.28819390929046956,
ENSG000000175,17.875,-1.8563331200016808,0.0,0.0,0.009934873253481215,0.16272118162141203,
ENSG000000176,86.875,-2.4221907723650045,0.0,0.0,0.006543043410428931,0.13345339484289953,
ENSG000000177,14.5,-1.7788693043549841,0.0,0.0,0.03463223681477916,0.3211209727762527,
ENSG000000178,234.0,-3.068025645188901,0.0,0.0,0.0012967888848443969,0.06838189192764843,
ENSG000000179,7.25,-2.4924750982835797,0.0,0.0,0.016748922281935516,0.214446020087591,
ENSG000000180,2725.375,-1.4850324121338119,0.0,0.0,0.018895094557223664,0.22323057067058777,
ENSG000000181,42.0,-1.579663240713626,0.0,0.0,0.050161710313768156,0.4001830911378847,
ENSG000000184,34.375,-2.997636611051397,0.0,0.0,0.0008079531007406826,0.052933169812162305,
ENSG000000185,7.5,-1.5368012312355575,0.0,0.0,0.02625288905728323,0.2807948104416675,
ENSG000000186,54.375,-2.64939226193933,0.0,0.0,0.04402530576464796,0.3711227358029849,
ENSG000000187,27.0,-2.075872809230482,0.0,0.0,0.007713960087293023,0.14758921866130545,
ENSG000000188,11.25,-2.3638318050761398,0.0,0.0,0.013119309764198008,0.19089790999042008,
ENSG000000192,55.375,-2.314869452151515,0.0,0.0,0.018431249972768494,0.22250260109306766,
ENSG000000193,16.5,-0.9756077368544545,0.0,0.0,0.011153308241838382,0.17101739304152186,
ENSG000000195,17.625,-2.2877040446236525,0.0,0.0,0.04773799901692945,0.3894700146211376,
ENSG000000196,27.625,-1.1066974100089757,0.0,0.0,0.08816645396888173,0.5415223678429611,
ENSG000000198,15.125,-2.3262304173954176,0.0,0.0,0.09255776583378152,0.5536480370797702,
ENSG000000199,14.625,-2.4577476203123148,0.0,0.0,0.020686768112930718,0.23435015103727344,
ENSG000000201,23.375,-1.9862415746904292,0.0,0.0,0.01637826704564014,0.214446020087591,
ENSG000000202,35.5,-2.277832719307442,0.0,0.0,0.029754735379997354,0.30060625182969286,
ENSG000000203,101.125,-2.153750824325945,0.0,0.0,0.021336379024969643,0.23901166555432315,
ENSG000000204,93.375,-1.6732449781321028,0.0,0.0,0.002255275534210537,0.08132343453512396,
ENSG000000207,29.375,-2.106347889002143,0.0,0.0,0.032177488546341046,0.30913374860390314,
ENSG000000208,40.875,-2.683050263371489,0.0,0.0,0.0015998332800972181,0.07205071211382674,
ENSG000000209,31.0,-1.191569094377802,0.0,0.0,0.018234024750744524,0.22250260109306766,
ENSG000000210,32397.0,-2.2451214602647998,0.0,0.0,0.051015178270181885,0.4040103128942609,
ENSG000000211,35.0,-1.782108092023471,0.0,0.0,0.05978758409508031,0.44598716611995476,
ENSG000000212,106.125,-2.201946647339014,0.0,0.0,0.01672311638224433,0.214446020087591,
ENSG000000213,86.25,-2.1529333612504846,0.0,0.0,0.010932664131932215,0.17101739304152186,
ENSG000000214,44.25,-2.456022175872989,0.0,0.0,0.0025820036185815755,0.08132343453512396,
ENSG000000215,7.5,-2.7014561168471736,0.0,0.0,0.017356824784219935,0.21817125106676455,
ENSG000000216,54.5,-1.8799668681248178,0.0,0.0,0.00035653266476309245,0.035426175311838316,
ENSG000000218,7.25,-1.537827330818741,0.0,0.0,0.09103354247517964,0.5482298574689092,
ENSG000000220,12.5,-2.263952409995062,0.0,0.0,0.0005316688227778609,0.039636827408473636,
ENSG000000221,1461.875,-3.5093866992344944,0.0,0.0,0.008465650942900398,0.14884950019860535,
ENSG000000223,47.375,-3.2743627589195285,0.0,0.0,0.0002446874218599764,0.035426175311838316,
ENSG000000225,5.875,-1.4686172794790355,0.0,0.0,0.03872459337491356,0.34453732871013626,
ENSG000000226,115.125,-2.55633662464727,0.0,0.0,0.014141947700330008,0.19706180697634712,
ENSG000000227,13.75,-1.9641397300145935,0.0,0.0,0.036726517475320714,0.33084471159018075,
ENSG000000230,56.75,-1.499223587692657,0.0,0.0,0.018355234062279867,0.22250260109306766,
ENSG000000232,19.375,-2.5123362198273744,0.0,0.0,0.0784984357668432,0.5190018902994342,
ENSG000000233,15.875,-2.42279047613827,0.0,0.0,0.05258986036410207,0.4104667079681902,
ENSG000000235,930.625,-3.5122813509392534,0.0,0.0,0.013843468598679723,0.19690512572595764,
ENSG000000236,51.125,-2.909817387811783,0.0,0.0,0.01640679782409201,0.214446020087591,
ENSG000000238,16.375,-2.082088591011699,0.0,0.0,0.03562620813179334,0.32705304615412695,
ENSG000000240,84.75,-2.5201448857006783,0.0,0.0,0.005519455469320276,0.12430273671531704,
ENSG000000242,9.125,-1.423371739374831,0.0,0.0,0.06930438571526888,0.4756701013219407,
ENSG000000243,33.5,-2.650760053716163,0.0,0.0,0.08546856241892228,0.5370060665557469,
ENSG000000244,77.5,-2.8137308812521065,0.0,0.0,0.015343134301936064,0.20857073901229126,
ENSG000000246,7.125,-1.7034452978042594,0.0,0.0,0.009504912949315655,0.15929939377070113,
ENSG000000249,397.875,-1.5949437703882552,0.0,0.0,0.01621378126296208,0.214446020087591,
ENSG000000250,20.25,-1.9904829897916199,0.0,0.0,0.002393996141883476,0.08132343453512396,
ENSG000000252,67.125,-2.1620669975790268,0.0,0.0,0.008606007180770429,0.14884950019860535,
ENSG000000253,746.875,-1.4029810334762818,0.0,0.0,0.012228969409825525,0.18360438794474157,
ENSG000000254,91.25,-1.6796584428484875,0.0,0.0,0.01811466962835076,0.22250260109306766,
ENSG000000257,161.375,-1.8689849353872,0.0,0.0,0.030811697413312307,0.3066535631131912,
ENSG000000259,25.625,-1.3516867775600891,0.0,0.0,0.10916252944369813,0.5988318350457128,
ENSG000000260,58.25,-2.8477395051330796,0.0,0.0,0.011943927181305627,0.1818504969435406,
ENSG000000262,12.125,-1.9563192075137161,0.0,0.0,0.0023791886285810045,0.08132343453512396,
ENSG000000265,6.625,-1.6360801290559523,0.0,0.0,0.00310258769670265,0.08943726133694839,
ENSG000000267,328.5,-1.9535289680268964,0.0,0.0,0.006171324794274035,0.1308078843649065,
ENSG000000270,19.75,-1.9629372603540136,0.0,0.0,0.026754732169742602,0.2807948104416675,
ENSG000000271,351.125,-0.21694463015603382,0.0,0.0,0.6250432164817855,0.9596779102985509,
ENSG000000273,227.625,0.3058805225139922,0.0,0.0,0.41123055672566444,0.9120463375523945,
ENSG000000274,25.375,-0.2118441560068236,0.0,0.0,0.6226175021491045,0.9596779102985509,
ENSG000000276,58.25,-0.5024345432730266,0.0,0.0,0.26746929683122195,0.8429571716459211,
ENSG000000277,30.875,-0.4185011109193253,0.0,0.0,0.24723474367543907,0.8193485612481272,
ENSG000000279,27.75,0.20675784998922797,0.0,0.0,0.5690214632787662,0.9472594415703666,
ENSG000000280,10.125,0.3238639708815434,0.0,0.0,0.2263585987030959,0.8037825089692422,
ENSG000000281,25.25,0.011127674016448097,0.0,0.0,0.9783923242274548,0.9944918688198201,
ENSG000000282,75.875,-0.14690876581283785,0.0,0.0,0.6096642179362939,0.9569444727632878,
ENSG000000283,581.75,0.35633710393840445,0.0,0.0,0.20247790269152582,0.7658845707357755,
ENSG000000285,1739.25,-0.3646366430781871,0.0,0.0,0.3667059991478074,0.8949432363662918,
ENSG000000287,13.75,0.677237804499152,0.0,0.0,0.05662799918731363,0.4257755001591076,
ENSG000000288,68.125,-0.5012232987733682,0.0,0.0,0.005833922727407486,0.12801674280972183,
ENSG000000289,31.75,0.849630946418598,0.0,0.0,0.08932585138894072,0.544706302884156,
ENSG000000291,9.625,0.35170424811846956,0.0,0.0,0.33189389120147283,0.8827840867670336,
ENSG000000292,9.75,-0.341580553561454,0.0,0.0,0.5090264516545036,0.9390405375043426,
ENSG000000294,139.875,-0.9939231155620725,0.0,0.0,0.01945724910462093,0.2279104734042776,
ENSG000000295,45.125,0.0918303152889548,0.0,0.0,0.8486952560437975,0.982269348804438,
ENSG000000297,125.25,-0.24666340988839153,0.0,0.0,0.41383786176637327,0.9120463375523945,
ENSG000000298,36.25,0.19329161427797725,0.0,0.0,0.728025573776773,0.9627797695811158,
ENSG000000299,120.375,-0.3915496672746315,0.0,0.0,0.26878956524996683,0.8446555814977155,
ENSG000000300,85.125,-0.19337543827110082,0.0,0.0,0.6307325446939899,0.9596779102985509,
ENSG000000302,9.125,-0.22938445995200674,0.0,0.0,0.6916981668258236,0.9627797695811158,
ENSG000000303,74.375,-0.0022876325858209867,0.0,0.0,0.9938560637155817,0.999735679613013,
ENSG000000304,67.5,0.28698921443643677,0.0,0.0,0.5511813958576662,0.94400149170005,
ENSG000000305,21.75,0.14261573275650985,0.0,0.0,0.7774544158793856,0.9673883081278523,
ENSG000000306,27.875,0.03852500857015784,0.0,0.0,0.9421356993579061,0.9883156528646857,
ENSG000000307,235.125,0.2244721077114935,0.0,0.0,0.2730176427431266,0.848080666107241,
ENSG000000309,49.75,-0.27190869510816285,0.0,0.0,0.49228141661112046,0.9390405375043426,
ENSG000000310,14.625,0.06907135733291225,0.0,0.0,0.8984843812842441,0.9850523490550385,
ENSG000000311,13.25,0.03750911811907942,0.0,0.0,0.963601947084518,0.9915878414301489,
ENSG000000312,176.75,0.01537531351805832,0.0,0.0,0.9646388221169332,0.9915878414301489,
ENSG000000313,116.5,-0.5182102017213728,0.0,0.0,0.24208071144188906,0.8193485612481272,
ENSG000000314,91.0,0.5411374855923112,0.0,0.0,0.21000444778267427,0.7761190018908406,
ENSG000000315,251.625,0.3752996662110677,0.0,0.0,0.23578719015682412,0.8130333414976934,
ENSG000000316,21.0,0.11729593703148389,0.0,0.0,0.6866250224651035,0.9627797695811158,
ENSG000000317,81.875,0.21906965221157737,0.0,0.0,0.6499952052350823,0.9626219125665054,
ENSG000000318,9.0,-0.02409613410608591,0.0,0.0,0.929497728325641,0.9873873527577658,
ENSG000000319,34.75,0.4047181071348147,0.0,0.0,0.2795175808585767,0.8523512127168447,
ENSG000000320,17.375,0.6992817573457439,0.0,0.0,0.036969351315143416,0.3316503632503737,
ENSG000000321,26.125,-0.3807233359059232,0.0,0.0,0.47533468836849496,0.9387949231720132,
ENSG000000322,59.25,0.39814376509892835,0.0,0.0,0.550635160886569,0.94400149170005,
ENSG000000324,1278.375,0.3847145013003104,0.0,0.0,0.21973982202121628,0.7931176881633883,
ENSG000000327,186.625,0.27105879426442847,0.0,0.0,0.6044695559350631,0.9560381225828146,
ENSG000000328,102.875,-0.32671635528995324,0.0,0.0,0.4384886094504564,0.9261597137255507,
ENSG000000329,76.125,-0.22434086772556583,0.0,0.0,0.44196080430046675,0.9267888059142668,
ENSG000000330,79.25,-0.03706765617022878,0.0,0.0,0.9604756109003343,0.9915878414301489,
ENSG000000331,19.5,0.06119349438110255,0.0,0.0,0.7360817005402474,0.9634342176024487,
ENSG000000333,24.0,0.9630791740919156,0.0,0.0,0.08413992033109119,0.5370060665557469,
ENSG000000335,133.125,-0.19855827455462016,0.0,0.0,0.6956098360011449,0.9627797695811158,
ENSG000000336,14.125,0.5158674784879023,0.0,0.0,0.33911001057578843,0.8833202926082585,
ENSG000000338,10.625,0.009577339224369208,0.0,0.0,0.9865922944440594,0.999069105661853,
ENSG000000339,42.25,0.15759379077033486,0.0,0.0,0.4925244223483452,0.9390405375043426,
ENSG000000342,31.25,1.0947983870312257,0.0,0.0,0.0029702060890527972,0.08796692554153626,
ENSG000000343,26.875,0.06564821928154352,0.0,0.0,0.9056564852293687,0.9855456855507969,
ENSG000000344,8.75,-0.017770774515371013,0.0,0.0,0.951494981259798,0.9897075753857798,
ENSG000000345,8.125,0.47672264890212945,0.0,0.0,0.30049459245998955,0.8703947804704613,
ENSG000000346,43.0,-0.13510340543376298,0.0,0.0,0.8413520161399795,0.979538534676702,
ENSG000000350,14.625,-0.12969635602916796,0.0,0.0,0.739383908573074,0.9641570277386212,
ENSG000000351,38.375,-0.294828243361561,0.0,0.0,0.3740166128261524,0.8957855521902388,
ENSG000000352,381.0,-0.509627346889463,0.0,0.0,0.2943544443972102,0.8695622496971888,
ENSG000000353,130.125,0.09067112975403635,0.0,0.0,0.7828799136481265,0.9688384705455495,
ENSG000000354,10.875,-0.03187488401815086,0.0,0.0,0.8975566534967597,0.9850342562741089,
ENSG000000355,18.0,0.16234859332903984,0.0,0.0,0.6498035925872147,0.9626219125665054,
ENSG000000357,19.875,-0.0011183691448266586,0.0,0.0,0.9986719046182967,0.999735679613013,
ENSG000000358,16.125,-0.13912748130793107,0.0,0.0,0.7137891177815784,0.9627797695811158,
ENSG000000359,35.5,0.3557063577797752,0.0,0.0,0.5524845407462085,0.94400149170005,
ENSG000000360,5.875,0.04248125036057804,0.0,0.0,0.9679461978967598,0.9927417836113828,
ENSG000000361,50.5,0.11172312790635619,0.0,0.0,0.7928531217966169,0.9688384705455495,
ENSG000000362,572.0,-0.02211534769666379,0.0,0.0,0.9371821312844928,0.9873873527577658,
